region,year,month,temp_max,temp_avg_daily_max,temp_min_daily_max,temp_max_daily_avg,temp_avg,temp_min_daily_avg,temp_max_daily_min,temp_avg_daily_min,temp_min,dew_pt_max,dew_pt_avg,dew_pt_min,precipitation_max,precipitation_avg,precipitation_min,precipitation_sum,snow_depth_max,snow_depth_avg,snow_depth_min,snow_depth_sum,wind_max,wind_avg,wind_min,gust_max,gust_avg,gust_min,sea_level_preassure_max,sea_level_preassure_avg,sea_level_preassure_min
delhi,2018,march,39.0°C (102.2°F),33.77°C (92.79°F),29.0°C (84.2°F),34.0°C (93.2°F),28.94°C (84.09°F),24.0°C (75.2°F),24.0°C (75.2°F),19.74°C (67.53°F),16.0°C (60.8°F),12.0°C (53.6°F),5.94°C (42.69°F),-3.0°C (26.6°F),0.5mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.7mm | 0.03in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,11.0kmh | 6.84mph,8.23kmh | 5.11mph,4.0kmh | 2.49mph,14.0kmh | 8.7mph,10.48kmh | 6.51mph,6.0kmh | 3.73mph,0.5mb,0.02mb,0.0mb
delhi,2018,april,43.0°C (109.4°F),38.77°C (101.79°F),35.0°C (95.0°F),39.0°C (102.2°F),35.27°C (95.49°F),32.0°C (89.6°F),31.0°C (87.8°F),26.77°C (80.19°F),22.0°C (71.6°F),14.0°C (57.2°F),7.87°C (46.17°F),-4.0°C (24.8°F),0.6mm | 0.02in,0.03mm | 0.0in,0.0mm | 0in,1.0mm | 0.04in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,9.8kmh | 6.09mph,5.0kmh | 3.11mph,23.0kmh | 14.29mph,11.77kmh | 7.31mph,6.0kmh | 3.73mph,0.6mb,0.03mb,0.0mb
delhi,2018,may,46.0°C (114.8°F),42.32°C (108.18°F),35.0°C (95.0°F),43.0°C (109.4°F),39.19°C (102.54°F),33.0°C (91.4°F),34.0°C (93.2°F),31.35°C (88.43°F),27.0°C (80.6°F),16.0°C (60.8°F),8.1°C (46.58°F),-6.0°C (21.2°F),1.1mm | 0.04in,0.04mm | 0.0in,0.0mm | 0in,1.3mm | 0.05in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,9.06kmh | 5.63mph,5.0kmh | 3.11mph,17.0kmh | 10.56mph,10.39kmh | 6.46mph,5.0kmh | 3.11mph,1.1mb,0.04mb,0.0mb
delhi,2018,june,46.0°C (114.8°F),41.57°C (106.83°F),35.0°C (95.0°F),43.0°C (109.4°F),39.07°C (102.33°F),33.0°C (91.4°F),37.0°C (98.6°F),33.03°C (91.45°F),28.0°C (82.4°F),23.0°C (73.4°F),18.3°C (64.94°F),13.0°C (55.4°F),16.1mm | 0.63in,1.01mm | 0.04in,0.0mm | 0in,30.2mm | 1.19in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,11.47kmh | 7.13mph,4.0kmh | 2.49mph,23.0kmh | 14.29mph,13.4kmh | 8.33mph,5.0kmh | 3.11mph,16.1mb,1.01mb,0.0mb
delhi,2018,july,42.0°C (107.6°F),36.9°C (98.42°F),28.0°C (82.4°F),40.0°C (104.0°F),34.74°C (94.53°F),27.0°C (80.6°F),34.0°C (93.2°F),30.03°C (86.05°F),26.0°C (78.8°F),25.0°C (77.0°F),23.0°C (73.4°F),18.0°C (64.4°F),29.3mm | 1.15in,2.79mm | 0.11in,0.0mm | 0in,86.4mm | 3.4in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,8.68kmh | 5.39mph,5.0kmh | 3.11mph,17.0kmh | 10.56mph,10.45kmh | 6.49mph,6.0kmh | 3.73mph,29.3mb,2.79mb,0.0mb
delhi,2018,august,39.0°C (102.2°F),35.71°C (96.28°F),30.0°C (86.0°F),36.0°C (96.8°F),33.35°C (92.03°F),29.0°C (84.2°F),32.0°C (89.6°F),28.94°C (84.09°F),27.0°C (80.6°F),25.0°C (77.0°F),23.39°C (74.1°F),22.0°C (71.6°F),15.2mm | 0.6in,1.22mm | 0.05in,0.0mm | 0in,37.9mm | 1.49in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,8.48kmh | 5.27mph,2.0kmh | 1.24mph,19.0kmh | 11.81mph,10.48kmh | 6.51mph,3.0kmh | 1.86mph,15.2mb,1.22mb,0.0mb
delhi,2018,september,37.0°C (98.6°F),34.0°C (93.2°F),27.0°C (80.6°F),33.0°C (91.4°F),31.17°C (88.11°F),26.0°C (78.8°F),29.0°C (84.2°F),26.43°C (79.57°F),23.0°C (73.4°F),24.0°C (75.2°F),22.03°C (71.65°F),19.0°C (66.2°F),13.1mm | 0.52in,1.85mm | 0.07in,0.0mm | 0in,55.5mm | 2.19in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,8.97kmh | 5.57mph,4.0kmh | 2.49mph,29.0kmh | 18.02mph,11.07kmh | 6.88mph,4.0kmh | 2.49mph,13.1mb,1.85mb,0.0mb
delhi,2018,october,37.0°C (98.6°F),33.35°C (92.03°F),31.0°C (87.8°F),33.0°C (91.4°F),29.97°C (85.95°F),28.0°C (82.4°F),27.0°C (80.6°F),24.26°C (75.67°F),22.0°C (71.6°F),20.0°C (68.0°F),13.65°C (56.57°F),7.0°C (44.6°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,11.0kmh | 6.84mph,6.23kmh | 3.87mph,4.0kmh | 2.49mph,13.0kmh | 8.08mph,7.42kmh | 4.61mph,4.0kmh | 2.49mph,0.0mb,0.0mb,0.0mb
delhi,2018,november,32.0°C (89.6°F),28.7°C (83.66°F),27.0°C (80.6°F),29.0°C (84.2°F),25.33°C (77.59°F),23.0°C (73.4°F),24.0°C (75.2°F),20.0°C (68.0°F),18.0°C (64.4°F),13.0°C (55.4°F),8.17°C (46.71°F),-5.0°C (23.0°F),0.5mm | 0.02in,0.02mm | 0.0in,0.0mm | 0in,0.6mm | 0.02in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,13.0kmh | 8.08mph,6.93kmh | 4.31mph,3.0kmh | 1.86mph,15.0kmh | 9.32mph,8.27kmh | 5.14mph,4.0kmh | 2.49mph,0.5mb,0.02mb,0.0mb
delhi,2018,december,26.0°C (78.8°F),22.32°C (72.18°F),19.0°C (66.2°F),22.0°C (71.6°F),18.68°C (65.62°F),15.0°C (59.0°F),17.0°C (62.6°F),13.48°C (56.26°F),9.0°C (48.2°F),10.0°C (50.0°F),4.03°C (39.25°F),-1.0°C (30.2°F),3.3mm | 0.13in,0.11mm | 0.0in,0.0mm | 0in,3.3mm | 0.13in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,10.0kmh | 6.21mph,6.23kmh | 3.87mph,3.0kmh | 1.86mph,12.0kmh | 7.46mph,7.32kmh | 4.55mph,4.0kmh | 2.49mph,3.3mb,0.11mb,0.0mb
delhi,2019,january,26.0°C (78.8°F),21.55°C (70.79°F),18.0°C (64.4°F),22.0°C (71.6°F),18.19°C (64.74°F),15.0°C (59.0°F),18.0°C (64.4°F),13.9°C (57.02°F),10.0°C (50.0°F),13.0°C (55.4°F),5.16°C (41.29°F),-1.0°C (30.2°F),21.0mm | 0.83in,0.83mm | 0.03in,0.0mm | 0in,25.8mm | 1.02in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,8.65kmh | 5.37mph,3.0kmh | 1.86mph,25.0kmh | 15.53mph,11.58kmh | 7.2mph,5.0kmh | 3.11mph,21.0mb,0.83mb,0.0mb
delhi,2019,february,27.0°C (80.6°F),23.14°C (73.65°F),18.0°C (64.4°F),23.0°C (73.4°F),19.68°C (67.42°F),16.0°C (60.8°F),18.0°C (64.4°F),15.14°C (59.25°F),12.0°C (53.6°F),15.0°C (59.0°F),9.89°C (49.8°F),4.0°C (39.2°F),25.9mm | 1.02in,2.31mm | 0.09in,0.0mm | 0in,64.6mm | 2.54in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,26.0kmh | 16.16mph,9.57kmh | 5.95mph,4.0kmh | 2.49mph,42.0kmh | 26.1mph,13.25kmh | 8.23mph,6.0kmh | 3.73mph,25.9mb,2.31mb,0.0mb
delhi,2019,march,41.0°C (105.8°F),30.16°C (86.29°F),22.0°C (71.6°F),36.0°C (96.8°F),26.32°C (79.38°F),19.0°C (66.2°F),29.0°C (84.2°F),20.55°C (68.99°F),14.0°C (57.2°F),13.0°C (55.4°F),8.68°C (47.62°F),2.0°C (35.6°F),2.4mm | 0.09in,0.14mm | 0.01in,0.0mm | 0in,4.3mm | 0.17in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,16.0kmh | 9.94mph,10.13kmh | 6.29mph,6.0kmh | 3.73mph,21.0kmh | 13.05mph,13.0kmh | 8.08mph,8.0kmh | 4.97mph,2.4mb,0.14mb,0.0mb
delhi,2019,april,46.0°C (114.8°F),40.4°C (104.72°F),29.0°C (84.2°F),43.0°C (109.4°F),36.97°C (98.55°F),26.0°C (78.8°F),37.0°C (98.6°F),31.7°C (89.06°F),23.0°C (73.4°F),15.0°C (59.0°F),6.9°C (44.42°F),-0.0°C (0°F),42.6mm | 1.68in,2.74mm | 0.11in,0.0mm | 0in,82.3mm | 3.24in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,10.57kmh | 6.57mph,6.0kmh | 3.73mph,23.0kmh | 14.29mph,12.67kmh | 7.87mph,8.0kmh | 4.97mph,42.6mb,2.74mb,0.0mb
delhi,2019,may,47.0°C (116.6°F),42.97°C (109.35°F),38.0°C (100.4°F),45.0°C (113.0°F),40.13°C (104.23°F),35.0°C (95.0°F),41.0°C (105.8°F),35.0°C (95.0°F),31.0°C (87.8°F),13.0°C (55.4°F),6.48°C (43.66°F),-6.0°C (21.2°F),2.8mm | 0.11in,0.4mm | 0.02in,0.0mm | 0in,12.5mm | 0.49in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,13.06kmh | 8.12mph,6.0kmh | 3.73mph,26.0kmh | 16.16mph,15.45kmh | 9.6mph,8.0kmh | 4.97mph,2.8mb,0.4mb,0.0mb
delhi,2019,june,51.0°C (123.8°F),45.63°C (114.13°F),37.0°C (98.6°F),47.0°C (116.6°F),42.47°C (108.45°F),36.0°C (96.8°F),44.0°C (111.2°F),37.83°C (100.09°F),31.0°C (87.8°F),21.0°C (69.8°F),11.3°C (52.34°F),4.0°C (39.2°F),9.6mm | 0.38in,0.43mm | 0.02in,0.0mm | 0in,12.9mm | 0.51in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,12.53kmh | 7.79mph,6.0kmh | 3.73mph,28.0kmh | 17.4mph,14.77kmh | 9.18mph,7.0kmh | 4.35mph,9.6mb,0.43mb,0.0mb
delhi,2019,july,47.0°C (116.6°F),39.29°C (102.72°F),33.0°C (91.4°F),45.0°C (113.0°F),36.94°C (98.49°F),31.0°C (87.8°F),41.0°C (105.8°F),33.35°C (92.03°F),28.0°C (82.4°F),24.0°C (75.2°F),21.16°C (70.09°F),13.0°C (55.4°F),53.8mm | 2.12in,8.13mm | 0.32in,0.0mm | 0in,251.9mm | 9.92in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,11.42kmh | 7.1mph,4.0kmh | 2.49mph,29.0kmh | 18.02mph,14.71kmh | 9.14mph,5.0kmh | 3.11mph,53.8mb,8.13mb,0.0mb
delhi,2019,august,39.0°C (102.2°F),37.19°C (98.94°F),30.0°C (86.0°F),37.0°C (98.6°F),34.94°C (94.89°F),29.0°C (84.2°F),34.0°C (93.2°F),31.65°C (88.97°F),27.0°C (80.6°F),24.0°C (75.2°F),22.87°C (73.17°F),22.0°C (71.6°F),21.5mm | 0.85in,3.48mm | 0.14in,0.0mm | 0in,107.9mm | 4.25in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,24.0kmh | 14.91mph,10.55kmh | 6.56mph,5.0kmh | 3.11mph,29.0kmh | 18.02mph,12.97kmh | 8.06mph,6.0kmh | 3.73mph,21.5mb,3.48mb,0.0mb
delhi,2019,september,43.0°C (109.4°F),36.33°C (97.39°F),27.0°C (80.6°F),39.0°C (102.2°F),33.97°C (93.15°F),26.0°C (78.8°F),34.0°C (93.2°F),30.43°C (86.77°F),24.0°C (75.2°F),24.0°C (75.2°F),22.23°C (72.01°F),20.0°C (68.0°F),14.9mm | 0.59in,1.85mm | 0.07in,0.0mm | 0in,55.5mm | 2.19in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,10.47kmh | 6.51mph,6.0kmh | 3.73mph,21.0kmh | 13.05mph,12.43kmh | 7.72mph,7.0kmh | 4.35mph,14.9mb,1.85mb,0.0mb
delhi,2019,october,39.0°C (102.2°F),36.13°C (97.03°F),34.0°C (93.2°F),35.0°C (95.0°F),33.39°C (92.1°F),31.0°C (87.8°F),32.0°C (89.6°F),28.9°C (84.02°F),26.0°C (78.8°F),21.0°C (69.8°F),12.87°C (55.17°F),7.0°C (44.6°F),1.1mm | 0.04in,0.06mm | 0.0in,0.0mm | 0in,2.0mm | 0.08in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,9.0kmh | 5.59mph,7.32kmh | 4.55mph,5.0kmh | 3.11mph,11.0kmh | 6.84mph,8.55kmh | 5.31mph,6.0kmh | 3.73mph,1.1mb,0.06mb,0.0mb
delhi,2019,november,35.0°C (95.0°F),30.43°C (86.77°F),25.0°C (77.0°F),32.0°C (89.6°F),27.47°C (81.45°F),23.0°C (73.4°F),29.0°C (84.2°F),23.33°C (73.99°F),20.0°C (68.0°F),12.0°C (53.6°F),7.7°C (45.86°F),2.0°C (35.6°F),10.2mm | 0.4in,0.58mm | 0.02in,0.0mm | 0in,17.5mm | 0.69in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,8.53kmh | 5.3mph,4.0kmh | 2.49mph,22.0kmh | 13.67mph,10.53kmh | 6.54mph,5.0kmh | 3.11mph,10.2mb,0.58mb,0.0mb
delhi,2019,december,29.0°C (84.2°F),23.9°C (75.02°F),18.0°C (64.4°F),26.0°C (78.8°F),21.03°C (69.85°F),16.0°C (60.8°F),22.0°C (71.6°F),17.03°C (62.65°F),13.0°C (55.4°F),12.0°C (53.6°F),4.1°C (39.38°F),-2.0°C (28.4°F),14.4mm | 0.57in,0.53mm | 0.02in,0.0mm | 0in,16.3mm | 0.64in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,6.77kmh | 4.21mph,3.0kmh | 1.86mph,21.0kmh | 13.05mph,8.26kmh | 5.13mph,4.0kmh | 2.49mph,14.4mb,0.53mb,0.0mb
delhi,2020,january,24.0°C (75.2°F),20.77°C (69.39°F),15.0°C (59.0°F),19.0°C (66.2°F),17.61°C (63.7°F),14.0°C (57.2°F),16.0°C (60.8°F),13.39°C (56.1°F),10.0°C (50.0°F),12.0°C (53.6°F),6.58°C (43.84°F),0.0°C (0°F),25.3mm | 1.0in,1.13mm | 0.04in,0.0mm | 0in,34.9mm | 1.37in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,17.0kmh | 10.56mph,8.81kmh | 5.47mph,5.0kmh | 3.11mph,20.0kmh | 12.43mph,11.23kmh | 6.98mph,6.0kmh | 3.73mph,25.3mb,1.13mb,0.0mb
delhi,2020,february,33.0°C (91.4°F),26.52°C (79.74°F),21.0°C (69.8°F),28.0°C (82.4°F),22.45°C (72.41°F),18.0°C (64.4°F),21.0°C (69.8°F),16.97°C (62.55°F),13.0°C (55.4°F),11.0°C (51.8°F),6.66°C (43.99°F),0.0°C (0°F),2.5mm | 0.1in,0.1mm | 0.0in,0.0mm | 0in,2.8mm | 0.11in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,21.0kmh | 13.05mph,9.86kmh | 6.13mph,5.0kmh | 3.11mph,28.0kmh | 17.4mph,12.52kmh | 7.78mph,6.0kmh | 3.73mph,2.5mb,0.1mb,0.0mb
delhi,2020,march,35.0°C (95.0°F),30.0°C (86.0°F),22.0°C (71.6°F),31.0°C (87.8°F),26.52°C (79.74°F),19.0°C (66.2°F),25.0°C (77.0°F),21.39°C (70.5°F),16.0°C (60.8°F),14.0°C (57.2°F),9.94°C (49.89°F),6.0°C (42.8°F),20.6mm | 0.81in,1.42mm | 0.06in,0.0mm | 0in,44.0mm | 1.73in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,10.32kmh | 6.41mph,6.0kmh | 3.73mph,27.0kmh | 16.78mph,12.94kmh | 8.04mph,7.0kmh | 4.35mph,20.6mb,1.42mb,0.0mb
delhi,2020,april,42.0°C (107.6°F),37.93°C (100.27°F),34.0°C (93.2°F),39.0°C (102.2°F),34.53°C (94.15°F),31.0°C (87.8°F),34.0°C (93.2°F),28.83°C (83.89°F),23.0°C (73.4°F),15.0°C (59.0°F),6.93°C (44.47°F),1.0°C (33.8°F),3.1mm | 0.12in,0.28mm | 0.01in,0.0mm | 0in,8.4mm | 0.33in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,20.0kmh | 12.43mph,11.37kmh | 7.06mph,4.0kmh | 2.49mph,23.0kmh | 14.29mph,13.8kmh | 8.57mph,5.0kmh | 3.11mph,3.1mb,0.28mb,0.0mb
delhi,2020,may,49.0°C (120.2°F),43.42°C (110.16°F),37.0°C (98.6°F),45.0°C (113.0°F),39.84°C (103.71°F),34.0°C (93.2°F),40.0°C (104.0°F),34.19°C (93.54°F),26.0°C (78.8°F),17.0°C (62.6°F),7.19°C (44.94°F),-1.0°C (30.2°F),2.0mm | 0.08in,0.29mm | 0.01in,0.0mm | 0in,9.1mm | 0.36in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,19.0kmh | 11.81mph,12.55kmh | 7.8mph,7.0kmh | 4.35mph,23.0kmh | 14.29mph,14.74kmh | 9.16mph,8.0kmh | 4.97mph,2.0mb,0.29mb,0.0mb
delhi,2020,june,50.0°C (122.0°F),43.87°C (110.97°F),38.0°C (100.4°F),46.0°C (114.8°F),40.9°C (105.62°F),35.0°C (95.0°F),41.0°C (105.8°F),35.63°C (96.13°F),29.0°C (84.2°F),21.0°C (69.8°F),15.3°C (59.54°F),8.0°C (46.4°F),11.9mm | 0.47in,0.79mm | 0.03in,0.0mm | 0in,23.7mm | 0.93in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,18.0kmh | 11.18mph,11.77kmh | 7.31mph,5.0kmh | 3.11mph,23.0kmh | 14.29mph,13.77kmh | 8.56mph,6.0kmh | 3.73mph,11.9mb,0.79mb,0.0mb
delhi,2020,july,48.0°C (118.4°F),40.97°C (105.75°F),35.0°C (95.0°F),45.0°C (113.0°F),38.42°C (101.16°F),33.0°C (91.4°F),42.0°C (107.6°F),34.55°C (94.19°F),29.0°C (84.2°F),24.0°C (75.2°F),20.65°C (69.17°F),15.0°C (59.0°F),39.9mm | 1.57in,4.38mm | 0.17in,0.0mm | 0in,135.8mm | 5.35in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,22.0kmh | 13.67mph,11.58kmh | 7.2mph,7.0kmh | 4.35mph,27.0kmh | 16.78mph,14.19kmh | 8.82mph,9.0kmh | 5.59mph,39.9mb,4.38mb,0.0mb
delhi,2020,august,42.0°C (107.6°F),37.03°C (98.65°F),32.0°C (89.6°F),40.0°C (104.0°F),34.74°C (94.53°F),30.0°C (86.0°F),36.0°C (96.8°F),30.87°C (87.57°F),28.0°C (82.4°F),25.0°C (77.0°F),23.39°C (74.1°F),21.0°C (69.8°F),45.6mm | 1.8in,8.42mm | 0.33in,0.0mm | 0in,261.0mm | 10.28in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,23.0kmh | 14.29mph,12.45kmh | 7.74mph,6.0kmh | 3.73mph,28.0kmh | 17.4mph,15.94kmh | 9.9mph,7.0kmh | 4.35mph,45.6mb,8.42mb,0.0mb
delhi,2020,september,42.0°C (107.6°F),38.73°C (101.71°F),35.0°C (95.0°F),39.0°C (102.2°F),36.33°C (97.39°F),33.0°C (91.4°F),35.0°C (95.0°F),32.3°C (90.14°F),29.0°C (84.2°F),23.0°C (73.4°F),19.03°C (66.25°F),9.0°C (48.2°F),10.4mm | 0.41in,0.67mm | 0.03in,0.0mm | 0in,20.1mm | 0.79in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,8.77kmh | 5.45mph,5.0kmh | 3.11mph,20.0kmh | 12.43mph,10.37kmh | 6.44mph,6.0kmh | 3.73mph,10.4mb,0.67mb,0.0mb
delhi,2020,october,42.0°C (107.6°F),38.74°C (101.73°F),34.0°C (93.2°F),39.0°C (102.2°F),35.65°C (96.17°F),30.0°C (86.0°F),34.0°C (93.2°F),30.84°C (87.51°F),25.0°C (77.0°F),16.0°C (60.8°F),5.45°C (41.81°F),-0.0°C (0°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,10.0kmh | 6.21mph,6.1kmh | 3.79mph,4.0kmh | 2.49mph,12.0kmh | 7.46mph,7.06kmh | 4.39mph,4.0kmh | 2.49mph,0.0mb,0.0mb,0.0mb
delhi,2020,november,35.0°C (95.0°F),30.3°C (86.54°F),24.0°C (75.2°F),32.0°C (89.6°F),27.0°C (80.6°F),22.0°C (71.6°F),27.0°C (80.6°F),22.6°C (72.68°F),18.0°C (64.4°F),13.0°C (55.4°F),1.0°C (33.8°F),-7.0°C (19.4°F),4.6mm | 0.18in,0.26mm | 0.01in,0.0mm | 0in,7.8mm | 0.31in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,15.0kmh | 9.32mph,7.6kmh | 4.72mph,4.0kmh | 2.49mph,19.0kmh | 11.81mph,9.1kmh | 5.65mph,4.0kmh | 2.49mph,4.6mb,0.26mb,0.0mb
delhi,2020,december,32.0°C (89.6°F),25.87°C (78.57°F),19.0°C (66.2°F),28.0°C (82.4°F),22.42°C (72.36°F),16.0°C (60.8°F),24.0°C (75.2°F),18.13°C (64.63°F),12.0°C (53.6°F),12.0°C (53.6°F),1.35°C (34.43°F),-9.0°C (15.8°F),0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,0.0mm | 0in,14.0kmh | 8.7mph,7.94kmh | 4.93mph,3.0kmh | 1.86mph,16.0kmh | 9.94mph,9.71kmh | 6.03mph,3.0kmh | 1.86mph,0.0mb,0.0mb,0.0mb
